Nr wiersza,Nr zamówienia,Data zamówienia,Priorytet zamówienia,Wielkość zamówienia,Data wysyłki,Rodzaj transportu,Rodzaj opakowania,Segment rynku,Region,Województwo,Miasto,Kod pocztowy,Nr klienta,Kategoria produktu,Podkategoria produktu,Nazwa produktu,Sprzedaż,Cena jednostkowa,Rabat procentowy,Marża podstawowa,Koszt dostawy,Zysk,Miesiąc wysyłki
22330,PL-2013-089575,41482,średni,5,41485,lotniczy standardowy,woreczek foliowy,mała firma,wschodni,lubelskie,Serokomla,34-639,K02268,artykuły biurowe,papier,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",45.43,7.63,0.06,0.38,24.815,-501.025,7
22331,PL-2013-089575,41482,średni,14,41485,lotniczy standardowy,małe pudełko,mała firma,centralny,łódzkie,Klonowa,29-662,K02270,artykuły biurowe,etykiety,Avery 48,311.185,22.05,0.04,0.39,1.75,854.9436,7
22332,PL-2012-087307,41142,średni,14,41143,lotniczy standardowy,woreczek foliowy,biuro w domu,północny,kujawsko-pomorskie,Brześć Kujawski,66-215,K00096,artykuły biurowe,papier,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",328.895,24.43,0.1,0.38,5.6,226.93755,8
22333,PL-2012-088650,41178,niski,3,41183,lądowy,wielkie pudło,korporacja,południowo-zachodni,opolskie,Ozimek,04-101,K00582,meble,stoły,BPI Conference Tables,1336.02,511.175,0.05,0.71,280.7,-1235.356623,10
22334,PL-2012-088592,41081,wysoki,9,41082,lotniczy standardowy,małe pudełko,korporacja,północny,warmińsko-mazurskie,Pieniężno,92-231,K03354,artykuły biurowe,teczki,Filing/Storage Totes and Swivel Casters,307.44,33.985,0.09,0.6,33.075,-425.04,6
22335,PL-2014-087126,41771,niski,9,41776,lotniczy standardowy,małe pudełko,osoba fizyczna,południowy,małopolskie,Wadowice,32-905,K02034,artykuły biurowe,teczki,Fellowes Staxonsteel® Drawer Files,5985.63,676.095,0.02,0.71,69.965,-837.459,5
22336,PL-2014-086029,41827,krytyczny,15,41827,lotniczy standardowy,małe pudełko,biuro w domu,centralny,łódzkie,Budziszewice,95-032,K00453,urządzenia techniczne,telefony,8890,5198.83,405.965,0.07,0.58,20.72,3587.1927,7
22337,PL-2014-087327,41904,średni,12,41905,lotniczy standardowy,małe pudełko,korporacja,południowo-zachodni,dolnośląskie,Leśna,98-146,K02854,artykuły biurowe,segregatory,Avery Hanging File Binders,261.31,20.93,0.01,0.39,5.215,138.89799,9
22338,PL-2014-087327,41904,średni,19,41906,lotniczy standardowy,małe opakowanie,korporacja,centralny,mazowieckie,Boguty-Pianki,98-198,K02855,urządzenia techniczne,akcesoria komputerowe,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",1469.51,77.84,0.08,0.43,6.965,1013.9619,9
22339,PL-2014-087327,41904,średni,23,41906,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Boguty-Pianki,98-198,K02855,artykuły biurowe,etykiety,Avery 498,231.175,10.115,0.02,0.38,1.75,159.51075,9
22340,PL-2014-087327,41904,średni,13,41906,lotniczy ekspresowy,małe pudełko,korporacja,centralny,mazowieckie,Boguty-Pianki,98-198,K02855,meble,wyposażenie wnętrza,12-1/2 Diameter Round Wall Clock,941.5,69.93,0.07,0.49,36.715,188.4708,9
22341,PL-2011-088745,40559,niski,5,40559,lotniczy ekspresowy,woreczek foliowy,korporacja,południowy,małopolskie,Iwanowice,44-512,K03385,artykuły biurowe,akcesoria piśmiennicze,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",54.95,10.43,0.04,0.57,7.105,-77.035,1
22342,PL-2011-088745,40559,niski,6,40564,lotniczy standardowy,małe pudełko,korporacja,południowy,małopolskie,Iwanowice,44-512,K03385,urządzenia techniczne,telefony,M70,2382.275,440.965,0.01,0.59,31.465,1492.61112,1
22343,PL-2012-089669,41214,niski,9,41216,lotniczy standardowy,małe opakowanie,korporacja,centralny,łódzkie,Dalików,72-116,K02122,urządzenia techniczne,akcesoria komputerowe,"Imation Neon Mac Format Diskettes, 10/Pack",248.535,28.42,0.06,0.77,9.905,-544.733,11
22344,PL-2012-089669,41214,niski,7,41218,lotniczy standardowy,średnie pudełko,korporacja,centralny,łódzkie,Dalików,72-116,K02122,urządzenia techniczne,urządzenia biurowe,Soundgear TeleForum DX Desktop Conference Phone,2308.53,337.575,0.06,0.38,48.965,-1564.374,11
22345,PL-2013-090226,41447,krytyczny,13,41448,lotniczy standardowy,małe pudełko,osoba fizyczna,wschodni,lubelskie,Józefów nad Wisłą,29-624,K02927,artykuły biurowe,segregatory,GBC Poly Designer Binding Covers,776.37,58.59,0.01,0.36,17.78,-856.226,6
22346,PL-2014-091343,41834,niski,6,41838,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,wielkopolskie,Tuliszków,60-544,K00642,artykuły biurowe,segregatory,"Avery Trapezoid Extra Heavy Duty 4"" Binders",854.315,146.79,0.03,0.35,10.465,589.47735,7
22347,PL-2012-091338,41104,niski,14,41108,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,wielkopolskie,Tuliszków,60-544,K00642,artykuły biurowe,etykiety,Self-Adhesive Address Labels for Typewriters by Universal,375.9,25.585,0.01,0.38,1.715,259.371,7
22348,PL-2014-087505,41936,wysoki,5,41936,lotniczy standardowy,małe opakowanie,mała firma,wschodni,podlaskie,Płaska,39-056,K01552,urządzenia techniczne,akcesoria komputerowe,"TDK 4.7GB DVD-R Spindle, 15/Pack",706.79,143.395,0.07,0.42,6.965,-3327.317393,10
22349,PL-2013-090325,41320,niski,8,41324,lądowy,kontener,biuro w domu,południowy,śląskie,Imielin,53-545,K02450,artykuły biurowe,przyrządy,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,7567.175,979.335,0.1,0.59,81.165,5221.35075,2
22350,PL-2013-090325,41320,niski,6,41322,lądowy,kontener,biuro w domu,południowy,śląskie,Imielin,53-545,K02450,meble,krzesła,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,3487.155,633.43,0.09,0.69,105,-406.07,2
22351,PL-2012-086439,41166,nieokreślony,10,41168,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Piaseczno,10-701,K00609,urządzenia techniczne,akcesoria komputerowe,Microsoft Natural Keyboard Elite,1328.425,139.93,0.1,0.7,14,-79.205,9
22352,PL-2014-086445,41896,nieokreślony,10,41898,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Piaseczno,10-701,K00609,artykuły biurowe,teczki,Acco Perma® 2700 Stacking Storage Drawers,1005.27,104.09,0.1,0.7,23.24,-114.2134,9
22353,PL-2014-087976,41962,średni,23,41963,lądowy,kontener,osoba fizyczna,południowo-zachodni,dolnośląskie,Międzybórz,33-411,K03300,meble,krzesła,Hon Every-Day® Chair Series Swivel Task Chairs,9992.465,423.43,0.05,0.64,105,11.991,11
22354,PL-2014-087976,41962,średni,43,41963,lotniczy standardowy,woreczek foliowy,osoba fizyczna,południowo-zachodni,dolnośląskie,Międzybórz,33-411,K03300,artykuły biurowe,akcesoria piśmiennicze,Prang Drawing Pencil Set,421.785,9.73,0.03,0.58,4.2,969.465,11
22355,PL-2011-088479,40739,wysoki,15,40740,lotniczy standardowy,małe opakowanie,korporacja,północno-zachodni,wielkopolskie,Stęszew,89-701,K00428,urządzenia techniczne,akcesoria komputerowe,"Memorex 4.7GB DVD+R, 3/Pack",827.61,53.48,0.02,0.42,6.965,571.0509,7
22356,PL-2011-088479,40739,wysoki,1,40740,lotniczy standardowy,małe opakowanie,korporacja,północno-zachodni,wielkopolskie,Stęszew,89-701,K00428,urządzenia techniczne,telefony,Accessory20,258.37,300.965,0,0.37,11.55,-1057.7875,7
22357,PL-2013-086080,41312,krytyczny,12,41313,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,wielkopolskie,Krobia,75-104,K01238,urządzenia techniczne,telefony,T18,3900.54,388.465,0.08,0.57,8.75,2691.3726,2
22358,PL-2013-086080,41312,krytyczny,10,41315,lotniczy standardowy,małe opakowanie,korporacja,północno-zachodni,zachodniopomorskie,Czaplinek,78-613,K01239,artykuły biurowe,nożyczki i linijki,Acme® Design Stainless Steel Bent Scissors,248.43,23.94,0.02,0.58,15.47,-205.835,2
22359,PL-2012-086549,41242,niski,3,41247,lotniczy standardowy,małe pudełko,korporacja,północny,pomorskie,Sadlinki,44-870,K02980,artykuły biurowe,segregatory,Ibico EB-19 Dual Function Manual Binding System,1840.545,605.465,0.08,0.39,69.965,35.0812,12
22360,PL-2012-086300,41115,średni,12,41118,lotniczy standardowy,małe pudełko,biuro w domu,północno-zachodni,lubuskie,Sława,44-106,K00263,meble,wyposażenie wnętrza,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",1958.67,164.29,0.02,0.44,23.695,1351.4823,7
22361,PL-2012-086300,41115,średni,8,41115,lotniczy standardowy,duże pudełko,biuro w domu,północno-zachodni,lubuskie,Sława,44-106,K00263,artykuły biurowe,teczki,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,4654.755,585.445,0.07,0.85,122.5,-2166.325,7
22362,PL-2012-091176,41205,nieokreślony,16,41207,lotniczy standardowy,małe pudełko,mała firma,południowy,śląskie,Jejkowice,60-061,K00540,urządzenia techniczne,telefony,StarTAC Series,3041.22,230.965,0.06,0.55,13.65,1516.05972,10
22363,PL-2011-089514,40584,krytyczny,2,40585,lotniczy standardowy,średnie pudełko,korporacja,południowo-zachodni,dolnośląskie,Ząbkowice Śląskie,33-433,K01267,urządzenia techniczne,urządzenia biurowe,Sharp EL500L Fraction Calculator,104.475,48.965,0.01,0.39,26.285,1868.097,2
22364,PL-2014-091003,41686,niski,9,41686,lotniczy standardowy,małe pudełko,korporacja,wschodni,podkarpackie,Iwonicz-Zdrój,70-364,K02479,artykuły biurowe,etykiety,Avery 494,86.765,9.135,0,0.39,1.75,-203.84,2
22365,PL-2014-091003,41686,niski,2,41691,lotniczy standardowy,małe pudełko,korporacja,wschodni,podkarpackie,Iwonicz-Zdrój,70-364,K02479,meble,wyposażenie wnętrza,"Eldon® Executive Woodline II Desk Accessories, Mahogany",187.32,87.955,0.03,0.58,34.545,-2392.7288,2
22366,PL-2014-091003,41686,niski,11,41688,lotniczy standardowy,małe opakowanie,korporacja,wschodni,podkarpackie,Iwonicz-Zdrój,70-364,K02479,artykuły biurowe,nożyczki i linijki,Acme® Preferred Stainless Steel Scissors,221.725,19.88,0.01,0.56,12.6,82.7883,2
22367,PL-2014-091003,41686,niski,11,41693,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,wielkopolskie,Kostrzyn,70-065,K02480,urządzenia techniczne,telefony,8290,4205.495,440.965,0,0.6,19.705,-914.977,2
22368,PL-2013-087330,41575,niski,24,41579,lotniczy standardowy,małe pudełko,mała firma,północny,warmińsko-mazurskie,Orzysz,83-201,K03109,artykuły biurowe,segregatory,GBC Wire Binding Strips,2597.14,111.09,0.08,0.37,44.17,705.29753,11
22369,PL-2011-086373,40779,nieokreślony,12,40781,lotniczy standardowy,woreczek foliowy,korporacja,północny,kujawsko-pomorskie,Izbica Kujawska,60-103,K02398,artykuły biurowe,papier,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",339.01,26.74,0.03,0.36,20.405,-52.8164,8
22370,PL-2011-086297,40564,wysoki,9,40566,lądowy,wielkie pudło,mała firma,północno-zachodni,lubuskie,Sława,44-106,K00263,meble,stoły,Hon iLevel™ Computer Training Table,1065.19,111.16,0.05,0.65,159.285,-7622.951336,1
22371,PL-2013-090161,41306,krytyczny,1,41307,lotniczy standardowy,małe pudełko,biuro w domu,południowy,śląskie,Mysłowice,70-117,K03120,artykuły biurowe,etykiety,Avery 481,11.76,10.78,0.03,0.37,3.465,199.83075,2
22372,PL-2013-088990,41434,niski,2,41438,lotniczy standardowy,duże pudełko,biuro w domu,centralny,mazowieckie,Brok,60-139,K02342,meble,wyposażenie wnętrza,Dana Halogen Swing-Arm Architect Lamp,297.22,143.395,0.06,0.57,50.575,205.0818,6
22373,PL-2014-089815,41666,średni,9,41668,lotniczy standardowy,małe opakowanie,korporacja,centralny,mazowieckie,Ciechanów,71-109,K03128,urządzenia techniczne,akcesoria komputerowe,"Verbatim DVD Rewritable Disc, Single-Sided, 4.7GB",315.56,35.455,0.09,0.55,6.965,47.4012,1
22374,PL-2011-091447,40641,nieokreślony,9,40642,lotniczy standardowy,małe pudełko,biuro w domu,południowo-zachodni,opolskie,Jemielnica,55-432,K02563,artykuły biurowe,segregatory,Presstex Flexible Ring Binders,137.095,15.925,0.08,0.35,5.215,94.59555,4
22375,PL-2014-087645,41869,niski,12,41876,lotniczy ekspresowy,średnie pudełko,osoba fizyczna,centralny,mazowieckie,Wilga,44-133,K02885,urządzenia techniczne,telefony,Bell Sonecor JB700 Caller ID,296.38,27.965,0.09,0.6,17.605,-124.862276,8
22376,PL-2011-086751,40628,nieokreślony,5,40628,lotniczy standardowy,średnie pudełko,osoba fizyczna,południowy,małopolskie,Brzesko,23-701,K02419,artykuły biurowe,przyrządy,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,3955.525,787.64,0.07,0.42,41.265,-570.213,3
22377,PL-2011-086751,40628,nieokreślony,7,40631,lotniczy standardowy,małe pudełko,osoba fizyczna,południowy,małopolskie,Brzesko,23-701,K02419,artykuły biurowe,segregatory,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,190.295,27.44,0.03,0.35,16.485,3009.0123,3
22378,PL-2011-088837,40812,krytyczny,12,40815,lotniczy ekspresowy,małe pudełko,korporacja,centralny,mazowieckie,Sobolew,30-144,K03379,artykuły biurowe,papier,Xerox 1936,871.745,69.93,0,0.38,20.895,-663.999,9
22379,PL-2012-087816,41142,niski,6,41147,lotniczy standardowy,małe opakowanie,mała firma,północno-zachodni,zachodniopomorskie,Białogard,80-229,K00693,meble,wyposażenie wnętrza,Nu-Dell Leatherette Frames,323.295,50.19,0.02,0.49,17.5,223.07355,8
22380,PL-2014-087821,41872,niski,4,41872,lotniczy standardowy,woreczek foliowy,mała firma,północno-zachodni,zachodniopomorskie,Białogard,80-229,K00693,artykuły biurowe,spinacze i zszywki,OIC Thumb-Tacks,18.305,3.99,0,0.38,2.45,-1.32076,8
22381,PL-2014-091349,41880,wysoki,5,41883,lądowy,wielkie pudło,biuro w domu,wschodni,lubelskie,Tarnogród,05-401,K01153,meble,stoły,Riverside Furniture Stanwyck Manor Table Series,5139.47,1003.975,0.01,0.78,216.16,-1061.22977,9
22382,PL-2013-086023,41541,niski,20,41545,lotniczy standardowy,małe opakowanie,biuro w domu,centralny,łódzkie,Budziszewice,95-032,K00453,urządzenia techniczne,akcesoria komputerowe,"Memorex 4.7GB DVD-RAM, 3/Pack",2216.585,111.23,0.06,0.42,6.965,1529.44365,9
22383,PL-2013-086023,41541,niski,1,41543,lotniczy standardowy,małe pudełko,biuro w domu,centralny,łódzkie,Budziszewice,95-032,K00453,artykuły biurowe,papier,Xerox 1989,22.575,17.43,0.06,0.38,17.57,-39.76,9
22384,PL-2013-086023,41541,niski,17,41545,lotniczy standardowy,małe opakowanie,biuro w domu,centralny,łódzkie,Budziszewice,95-032,K00453,artykuły biurowe,akcesoria piśmiennicze,Berol Giant Pencil Sharpener,1003.555,59.465,0.06,0.56,31.465,-319.585,9
22385,PL-2013-086023,41541,niski,9,41550,lotniczy standardowy,duże pudełko,biuro w domu,centralny,łódzkie,Budziszewice,95-032,K00453,meble,stoły,Hon 2111 Invitation™ Series Corner Table,7039.305,732.795,0,0.79,241.5,-2192.575,10
22386,PL-2013-091452,41484,nieokreślony,4,41484,lotniczy standardowy,małe pudełko,mała firma,wschodni,świętokrzyskie,Stopnica,97-420,K01307,artykuły biurowe,segregatory,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",635.145,149.8,0,0.36,10.465,438.25005,7
22387,PL-2012-089778,41143,średni,9,41145,lotniczy ekspresowy,małe pudełko,korporacja,wschodni,lubelskie,Sawin,63-141,K01765,artykuły biurowe,przyrządy,Hoover WindTunnel™ Plus Canister Vacuum,11268.04,1271.375,0.09,0.57,69.965,7774.9476,8
22388,PL-2012-091345,41149,niski,9,41154,lotniczy standardowy,małe opakowanie,korporacja,wschodni,lubelskie,Tarnogród,05-401,K01153,urządzenia techniczne,akcesoria komputerowe,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",1067.71,118.93,0.05,0.45,6.965,736.7199,9
22389,PL-2014-087567,41915,wysoki,8,41916,lądowy,wielkie pudło,korporacja,wschodni,podlaskie,Suwałki,15-122,K02797,urządzenia techniczne,urządzenia biurowe,Okidata ML320 Series Turbo Dot Matrix Printers,11504.08,1399.93,0.04,0.56,42.21,4189.675,10
22390,PL-2014-088997,41966,średni,19,41967,lądowy,kontener,korporacja,centralny,mazowieckie,Brok,60-139,K02342,meble,krzesła,Global Comet™ Stacking Armless Chair,21554.435,1046.675,0,0.57,304.535,6914.03328,11
22391,PL-2014-088997,41966,średni,3,41968,lądowy,kontener,korporacja,centralny,mazowieckie,Brok,60-139,K02342,meble,krzesła,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,3120.635,1021.055,0.1,0.56,170.8,533.25664,11
22392,PL-2014-088997,41966,średni,5,41968,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Brok,60-139,K02342,urządzenia techniczne,akcesoria komputerowe,"Fellowes Internet Keyboard, Platinum",577.64,106.47,0.03,0.74,30.275,182.60256,11
22393,PL-2013-087526,41384,niski,1,41391,lotniczy standardowy,duże pudełko,mała firma,południowy,małopolskie,Olkusz,98-661,K00762,meble,wyposażenie wnętrza,Westinghouse Clip-On Gooseneck Lamps,37.87,29.295,0.03,0.59,35.56,-1.26,4
22394,PL-2014-090723,41869,niski,20,41876,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,wielkopolskie,Kępno,55-803,K02372,artykuły biurowe,akcesoria piśmiennicze,Model L Table or Wall-Mount Pencil Sharpener,1220.415,62.965,0.08,0.57,30.275,-138.4572,8
22395,PL-2014-090723,41869,niski,22,41878,lotniczy standardowy,małe pudełko,korporacja,północny,kujawsko-pomorskie,Janikowo,55-122,K02373,artykuły biurowe,papier,Staples Colored Bar Computer Paper,2764.23,124.04,0.01,0.38,17.22,1907.3187,8
22396,PL-2012-086414,41200,niski,14,41202,lotniczy standardowy,małe pudełko,osoba fizyczna,centralny,mazowieckie,Różan,75-146,K01108,artykuły biurowe,etykiety,Avery 510,173.53,13.125,0.06,0.37,1.75,119.7357,10
22397,PL-2014-086730,41852,wysoki,21,41854,lotniczy standardowy,małe opakowanie,mała firma,północny,pomorskie,Somonino,22-015,K01671,urządzenia techniczne,akcesoria komputerowe,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",8333.535,405.265,0.04,0.49,6.965,60.375,8
22398,PL-2013-089391,41353,niski,14,41355,lotniczy ekspresowy,małe pudełko,biuro w domu,wschodni,lubelskie,Siedliszcze,04-070,K01046,artykuły biurowe,segregatory,Avery Hanging File Binders,300.02,20.93,0.09,0.39,5.215,207.0138,3
22399,PL-2012-091444,41061,wysoki,1,41062,lotniczy standardowy,woreczek foliowy,korporacja,wschodni,podlaskie,Tykocin,27-587,K02623,artykuły biurowe,akcesoria piśmiennicze,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",23.625,20.93,0.04,0.51,5.845,383.313,6
224,PL-2014-001447,41926,wysoki,84,41929,lotniczy standardowy,małe pudełko,osoba fizyczna,północny,warmińsko-mazurskie,Olsztyn,98-115,K00308,urządzenia techniczne,telefony,SC-3160,15699.39,230.965,0.07,0.59,31.465,837.9,10
22400,PL-2012-091444,41061,wysoki,14,41062,lotniczy standardowy,małe pudełko,korporacja,wschodni,podlaskie,Tykocin,27-587,K02623,artykuły biurowe,teczki,"Fellowes Personal Hanging Folder Files, Navy",697.13,47.005,0.02,0.57,19.25,938.952,6
22401,PL-2011-088929,40664,nieokreślony,1,40664,lotniczy standardowy,małe pudełko,korporacja,południowo-zachodni,dolnośląskie,Wołów,61-701,K00381,artykuły biurowe,teczki,Deluxe Rollaway Locking File with Drawer,1380.785,1455.58,0.07,0.57,39.795,-1888.565,5
22402,PL-2012-088214,41035,niski,8,41042,lotniczy standardowy,małe pudełko,biuro w domu,północno-zachodni,wielkopolskie,Jaraczewo,04-330,K01376,artykuły biurowe,papier,Xerox 1985,171.815,22.68,0.1,0.37,18.06,-149.835,5
22403,PL-2012-088214,41035,niski,16,41039,lotniczy standardowy,duże pudełko,biuro w domu,wschodni,lubelskie,Tarnogród,05-401,K01381,artykuły biurowe,teczki,Space Solutions™ Industrial Galvanized Steel Shelving.,4135.215,275.8,0.1,0.83,122.5,-4642.015,5
22404,PL-2014-091208,41770,krytyczny,1,41771,lotniczy standardowy,duże pudełko,korporacja,wschodni,podlaskie,Jaświły,60-423,K00749,meble,wyposażenie wnętrza,Luxo Economy Swing Arm Lamp,85.365,69.79,0.04,0.57,52.045,-95.585,5
22405,PL-2014-091208,41770,krytyczny,10,41772,lotniczy standardowy,woreczek foliowy,korporacja,wschodni,podlaskie,Jaświły,60-423,K00749,artykuły biurowe,nożyczki i linijki,"*Staples* vLetter Openers, 2/Pack",124.565,12.88,0.09,0.83,4.62,-114.275,5
22406,PL-2013-091455,41583,nieokreślony,8,41584,lotniczy standardowy,małe pudełko,osoba fizyczna,północny,warmińsko-mazurskie,Tolkmicko,98-373,K00042,urządzenia techniczne,telefony,KF 788,1049.09,160.965,0.09,0.56,17.465,84.6538,11
22407,PL-2011-090905,40760,niski,18,40764,lotniczy standardowy,małe pudełko,biuro w domu,południowy,śląskie,Pilica,48-708,K01427,urządzenia techniczne,telefony,i2000,6385.155,440.965,0.09,0.6,8.75,4405.75695,8
22408,PL-2014-086947,41958,wysoki,9,41960,lotniczy standardowy,małe pudełko,biuro w domu,północno-zachodni,wielkopolskie,Poznań,19-143,K02019,artykuły biurowe,segregatory,Acco D-Ring Binder w/DublLock®,709.03,74.83,0.02,0.36,10.465,489.2307,11
